order_id,order_date,drug_id,drug_name,supplier_id,supplier_name,quantity_kg,price_per_kg,total_cost_usd,promised_delivery,actual_delivery,lead_time_days,on_time,year,month,quarter
ORD00812,2021-01-06,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,100,25.28,2528.0,2021-03-14,2021-03-02,55,True,2021,1,Q1
ORD02984,2021-01-06,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,250,175.36,43840.0,2021-02-07,2021-02-08,33,True,2021,1,Q1
ORD04971,2021-01-06,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,2000,90.78,181560.0,2021-02-07,2021-02-02,27,True,2021,1,Q1
ORD02832,2021-01-06,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,500,390.5,195250.0,2021-03-14,2021-03-07,60,True,2021,1,Q1
ORD02443,2021-01-06,DRG013,Omeprazole,SUP014,Euroapi France,500,153.43,76715.0,2021-02-07,2021-02-05,30,True,2021,1,Q1
ORD03537,2021-01-06,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,5000,60.7,303500.0,2021-03-14,2021-03-26,79,False,2021,1,Q1
ORD03485,2021-01-07,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,500,336.17,168085.0,2021-03-15,2021-03-09,61,True,2021,1,Q1
ORD04096,2021-01-07,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,1000,574.04,574040.0,2021-02-08,2021-02-06,30,True,2021,1,Q1
ORD03838,2021-01-07,DRG005,Glimepiride,SUP010,Novartis API GmbH,500,438.69,219345.0,2021-02-08,2021-02-07,31,True,2021,1,Q1
ORD02931,2021-01-07,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,1000,38.27,38270.0,2021-03-15,2021-03-31,83,False,2021,1,Q1
ORD02065,2021-01-08,DRG001,Lisinopril,SUP015,Polpharma API Poland,250,174.03,43507.5,2021-02-09,2021-02-07,30,True,2021,1,Q1
ORD02465,2021-01-08,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,250,102.32,25580.0,2021-03-16,2021-03-22,73,True,2021,1,Q1
ORD02166,2021-01-08,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,5000,239.0,1195000.0,2021-03-16,2021-03-26,77,False,2021,1,Q1
ORD02241,2021-01-09,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,250,246.54,61635.0,2021-03-17,2021-04-01,82,False,2021,1,Q1
ORD01499,2021-01-09,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,500,947.16,473580.0,2021-01-23,2021-01-23,14,True,2021,1,Q1
ORD01472,2021-01-09,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,250,2528.68,632170.0,2021-01-23,2021-01-26,17,False,2021,1,Q1
ORD01085,2021-01-09,DRG009,Azithromycin,SUP005,Divi's Laboratories API,1000,162.09,162090.0,2021-03-17,2021-03-08,58,True,2021,1,Q1
ORD04424,2021-01-09,DRG001,Lisinopril,SUP008,CSPC Pharma Intermediates,2000,65.41,130820.0,2021-03-17,2021-03-24,74,False,2021,1,Q1
ORD01741,2021-01-10,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,500,93.87,46935.0,2021-03-18,2021-03-08,57,True,2021,1,Q1
ORD00800,2021-01-10,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,250,39.01,9752.5,2021-03-18,2021-03-17,66,True,2021,1,Q1
ORD02766,2021-01-10,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,50,178.04,8902.0,2021-02-24,2021-02-18,39,True,2021,1,Q1
ORD04425,2021-01-10,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,1000,60.42,60420.0,2021-03-18,2021-03-14,63,True,2021,1,Q1
ORD01992,2021-01-10,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,500,57.79,28895.0,2021-03-18,2021-03-13,62,True,2021,1,Q1
ORD01585,2021-01-10,DRG006,Ibuprofen,SUP015,Polpharma API Poland,500,36.39,18195.0,2021-02-11,2021-02-10,31,True,2021,1,Q1
ORD04422,2021-01-10,DRG004,Metformin HCl,SUP025,Lupin API Division,100,36.27,3627.0,2021-03-18,2021-03-21,70,True,2021,1,Q1
ORD03040,2021-01-11,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,2000,26.95,53900.0,2021-03-19,2021-03-19,67,True,2021,1,Q1
ORD03538,2021-01-11,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,500,107.53,53765.0,2021-03-19,2021-03-24,72,True,2021,1,Q1
ORD00153,2021-01-11,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,250,78.72,19680.0,2021-03-19,2021-03-20,68,True,2021,1,Q1
ORD02657,2021-01-11,DRG001,Lisinopril,SUP025,Lupin API Division,100,88.78,8878.0,2021-03-19,2021-03-23,71,True,2021,1,Q1
ORD03312,2021-01-11,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,100,390.64,39064.0,2021-03-19,2021-03-23,71,True,2021,1,Q1
ORD03732,2021-01-11,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,250,335.5,83875.0,2021-03-19,2021-03-22,70,True,2021,1,Q1
ORD01203,2021-01-11,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,500,78.5,39250.0,2021-03-19,2021-03-19,67,True,2021,1,Q1
ORD03365,2021-01-12,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,250,204.36,51090.0,2021-03-20,2021-03-30,77,False,2021,1,Q1
ORD01500,2021-01-12,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,250,25.68,6420.0,2021-03-20,2021-03-18,65,True,2021,1,Q1
ORD05194,2021-01-12,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,100,216.57,21657.0,2021-02-26,2021-03-02,49,True,2021,1,Q1
ORD02519,2021-01-12,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,5000,26.72,133600.0,2021-03-20,2021-03-24,71,True,2021,1,Q1
ORD00237,2021-01-12,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,2000,216.54,433080.0,2021-03-20,2021-03-22,69,True,2021,1,Q1
ORD04243,2021-01-12,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,2000,178.32,356640.0,2021-03-20,2021-03-25,72,True,2021,1,Q1
ORD01272,2021-01-13,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,1000,363.88,363880.0,2021-03-21,2021-03-24,70,True,2021,1,Q1
ORD04771,2021-01-13,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,5000,20.48,102400.0,2021-03-21,2021-03-17,63,True,2021,1,Q1
ORD04648,2021-01-13,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,500,77.74,38870.0,2021-03-21,2021-03-09,55,True,2021,1,Q1
ORD03341,2021-01-13,DRG001,Lisinopril,SUP015,Polpharma API Poland,500,113.04,56520.0,2021-02-14,2021-02-13,31,True,2021,1,Q1
ORD01382,2021-01-13,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,250,250.84,62710.0,2021-03-21,2021-03-15,61,True,2021,1,Q1
ORD00969,2021-01-14,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,250,28.17,7042.5,2021-03-22,2021-04-05,81,False,2021,1,Q1
ORD05086,2021-01-14,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,2000,33.06,66120.0,2021-03-22,2021-03-23,68,True,2021,1,Q1
ORD00008,2021-01-15,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,250,76.25,19062.5,2021-03-23,2021-03-30,74,False,2021,1,Q1
ORD01416,2021-01-15,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,500,65.07,32535.0,2021-02-16,2021-02-18,34,True,2021,1,Q1
ORD03844,2021-01-16,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,50,679.19,33959.5,2021-01-30,2021-02-02,17,False,2021,1,Q1
ORD01349,2021-01-16,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,100,73.81,7381.0,2021-03-24,2021-03-17,60,True,2021,1,Q1
ORD01267,2021-01-16,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,250,534.44,133610.0,2021-03-24,2021-03-11,54,True,2021,1,Q1
ORD01772,2021-01-16,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,250,136.96,34240.0,2021-03-24,2021-03-24,67,True,2021,1,Q1
ORD02266,2021-01-16,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,500,60.79,30395.0,2021-03-24,2021-04-03,77,False,2021,1,Q1
ORD03701,2021-01-16,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,2000,283.67,567340.0,2021-03-24,2021-03-30,73,True,2021,1,Q1
ORD00147,2021-01-16,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,500,87.76,43880.0,2021-03-24,2021-03-19,62,True,2021,1,Q1
ORD02561,2021-01-16,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,500,154.57,77285.0,2021-03-24,2021-03-28,71,True,2021,1,Q1
ORD05065,2021-01-17,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,100,145.0,14500.0,2021-03-25,2021-04-04,77,False,2021,1,Q1
ORD00166,2021-01-17,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,100,65.1,6510.0,2021-03-25,2021-03-10,52,True,2021,1,Q1
ORD00431,2021-01-17,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,500,176.29,88145.0,2021-03-03,2021-03-05,47,True,2021,1,Q1
ORD04374,2021-01-18,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,500,548.03,274015.0,2021-03-26,2021-04-25,97,False,2021,1,Q1
ORD00843,2021-01-18,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,5000,60.71,303550.0,2021-02-19,2021-02-09,22,True,2021,1,Q1
ORD02961,2021-01-18,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,250,26.8,6700.0,2021-03-26,2021-04-02,74,False,2021,1,Q1
ORD01905,2021-01-18,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,500,72.84,36420.0,2021-03-26,2021-03-30,71,True,2021,1,Q1
ORD04966,2021-01-19,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,250,405.24,101310.0,2021-02-20,2021-02-13,25,True,2021,1,Q1
ORD01835,2021-01-19,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,500,2551.41,1275705.0,2021-02-20,2021-02-11,23,True,2021,1,Q1
ORD01105,2021-01-19,DRG001,Lisinopril,SUP025,Lupin API Division,2000,78.11,156220.0,2021-03-27,2021-03-25,65,True,2021,1,Q1
ORD00275,2021-01-19,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,100,504.05,50405.0,2021-03-27,2021-03-31,71,True,2021,1,Q1
ORD01787,2021-01-20,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,500,52.78,26390.0,2021-03-28,2021-04-16,86,False,2021,1,Q1
ORD04958,2021-01-20,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,250,401.62,100405.0,2021-03-28,2021-04-05,75,False,2021,1,Q1
ORD04938,2021-01-20,DRG013,Omeprazole,SUP025,Lupin API Division,250,82.5,20625.0,2021-03-28,2021-04-18,88,False,2021,1,Q1
ORD01671,2021-01-21,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,2000,34.08,68160.0,2021-03-29,2021-04-13,82,False,2021,1,Q1
ORD03427,2021-01-21,DRG001,Lisinopril,SUP020,Teva API Israel,1000,111.38,111380.0,2021-03-07,2021-03-07,45,True,2021,1,Q1
ORD01269,2021-01-21,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,50,393.19,19659.5,2021-03-29,2021-04-03,72,True,2021,1,Q1
ORD03862,2021-01-21,DRG006,Ibuprofen,SUP015,Polpharma API Poland,250,39.39,9847.5,2021-02-22,2021-02-20,30,True,2021,1,Q1
ORD02404,2021-01-21,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,100,20.32,2032.0,2021-03-29,2021-03-27,65,True,2021,1,Q1
ORD01818,2021-01-22,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,2000,50.22,100440.0,2021-02-23,2021-03-02,39,False,2021,1,Q1
ORD00291,2021-01-22,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,500,271.17,135585.0,2021-03-30,2021-03-22,59,True,2021,1,Q1
ORD02970,2021-01-22,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,100,64.47,6447.0,2021-02-23,2021-02-28,37,False,2021,1,Q1
ORD04868,2021-01-22,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,250,2488.07,622017.5,2021-02-23,2021-02-19,28,True,2021,1,Q1
ORD00545,2021-01-22,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,250,23.06,5765.0,2021-03-30,2021-03-14,51,True,2021,1,Q1
ORD01586,2021-01-22,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,250,23.71,5927.5,2021-03-30,2021-03-27,64,True,2021,1,Q1
ORD05036,2021-01-23,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,250,126.83,31707.5,2021-03-31,2021-03-17,53,True,2021,1,Q1
ORD00047,2021-01-23,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,500,133.35,66675.0,2021-02-24,2021-03-05,41,False,2021,1,Q1
ORD02369,2021-01-23,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,2000,19.78,39560.0,2021-03-31,2021-03-23,59,True,2021,1,Q1
ORD04094,2021-01-24,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,1000,249.33,249330.0,2021-02-25,2021-02-25,32,True,2021,1,Q1
ORD00955,2021-01-24,DRG013,Omeprazole,SUP014,Euroapi France,500,147.82,73910.0,2021-02-25,2021-02-19,26,True,2021,1,Q1
ORD01117,2021-01-24,DRG005,Glimepiride,SUP002,Cipla Chemical Works,250,253.46,63365.0,2021-04-01,2021-04-13,79,False,2021,1,Q1
ORD03858,2021-01-24,DRG013,Omeprazole,SUP014,Euroapi France,250,154.17,38542.5,2021-02-25,2021-02-28,35,True,2021,1,Q1
ORD02777,2021-01-25,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,250,457.74,114435.0,2021-02-08,2021-02-08,14,True,2021,1,Q1
ORD01451,2021-01-25,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,250,177.82,44455.0,2021-04-02,2021-04-03,68,True,2021,1,Q1
ORD04255,2021-01-25,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,500,77.93,38965.0,2021-04-02,2021-03-25,59,True,2021,1,Q1
ORD04610,2021-01-25,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,2000,59.66,119320.0,2021-04-02,2021-04-08,73,True,2021,1,Q1
ORD00118,2021-01-25,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,500,19.98,9990.0,2021-04-02,2021-04-05,70,True,2021,1,Q1
ORD04370,2021-01-25,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,1000,20.62,20620.0,2021-04-02,2021-03-05,39,True,2021,1,Q1
ORD00876,2021-01-25,DRG018,Cetirizine HCl,SUP020,Teva API Israel,500,62.47,31235.0,2021-03-11,2021-03-04,38,True,2021,1,Q1
ORD03227,2021-01-25,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,50,257.49,12874.5,2021-02-26,2021-02-18,24,True,2021,1,Q1
ORD01336,2021-01-25,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,500,21.81,10905.0,2021-04-02,2021-03-31,65,True,2021,1,Q1
ORD05145,2021-01-26,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,100,24.33,2433.0,2021-04-03,2021-03-24,57,True,2021,1,Q1
ORD01288,2021-01-26,DRG009,Azithromycin,SUP020,Teva API Israel,1000,161.99,161990.0,2021-03-12,2021-03-05,38,True,2021,1,Q1
ORD01468,2021-01-26,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,100,77.84,7784.0,2021-04-03,2021-04-03,67,True,2021,1,Q1
ORD01216,2021-01-26,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,5000,68.58,342900.0,2021-04-03,2021-04-14,78,False,2021,1,Q1
ORD04009,2021-01-26,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,2000,395.03,790060.0,2021-04-03,2021-04-03,67,True,2021,1,Q1
ORD00836,2021-01-26,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,500,29.2,14600.0,2021-04-03,2021-04-09,73,True,2021,1,Q1
ORD03461,2021-01-26,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,500,25.56,12780.0,2021-04-03,2021-04-10,74,False,2021,1,Q1
ORD02950,2021-01-27,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,500,94.19,47095.0,2021-02-28,2021-02-27,31,True,2021,1,Q1
ORD03588,2021-01-27,DRG013,Omeprazole,SUP020,Teva API Israel,100,111.37,11137.0,2021-03-13,2021-03-15,47,True,2021,1,Q1
ORD01832,2021-01-27,DRG009,Azithromycin,SUP002,Cipla Chemical Works,250,116.59,29147.5,2021-04-04,2021-04-16,79,False,2021,1,Q1
ORD03165,2021-01-27,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,500,80.34,40170.0,2021-04-04,2021-04-02,65,True,2021,1,Q1
ORD05184,2021-01-27,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,250,125.11,31277.5,2021-04-04,2021-04-24,87,False,2021,1,Q1
ORD01221,2021-01-27,DRG009,Azithromycin,SUP020,Teva API Israel,1000,164.37,164370.0,2021-03-13,2021-03-09,41,True,2021,1,Q1
ORD01504,2021-01-27,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,250,97.23,24307.5,2021-04-04,2021-04-09,72,True,2021,1,Q1
ORD00690,2021-01-27,DRG001,Lisinopril,SUP020,Teva API Israel,100,122.54,12254.0,2021-03-13,2021-03-07,39,True,2021,1,Q1
ORD03319,2021-01-27,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,500,175.66,87830.0,2021-03-13,2021-03-19,51,False,2021,1,Q1
ORD03642,2021-01-27,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,100,45.04,4504.0,2021-02-28,2021-02-26,30,True,2021,1,Q1
ORD04034,2021-01-28,DRG009,Azithromycin,SUP020,Teva API Israel,500,159.65,79825.0,2021-03-14,2021-03-20,51,False,2021,1,Q1
ORD04826,2021-01-28,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,250,2579.61,644902.5,2021-03-01,2021-02-24,27,True,2021,1,Q1
ORD03393,2021-01-28,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,1000,569.94,569940.0,2021-03-01,2021-02-24,27,True,2021,1,Q1
ORD04531,2021-01-28,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,500,63.61,31805.0,2021-03-01,2021-03-06,37,False,2021,1,Q1
ORD03563,2021-01-28,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,250,2059.74,514935.0,2021-03-01,2021-02-21,24,True,2021,1,Q1
ORD01834,2021-01-28,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,1000,113.16,113160.0,2021-04-05,2021-04-18,80,False,2021,1,Q1
ORD03308,2021-01-29,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,500,722.12,361060.0,2021-02-12,2021-02-11,13,True,2021,1,Q1
ORD02425,2021-01-30,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,100,136.43,13643.0,2021-03-03,2021-03-06,35,True,2021,1,Q1
ORD03392,2021-01-30,DRG013,Omeprazole,SUP025,Lupin API Division,250,87.55,21887.5,2021-04-07,2021-03-29,58,True,2021,1,Q1
ORD04164,2021-01-30,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,2000,60.04,120080.0,2021-04-07,2021-04-10,70,True,2021,1,Q1
ORD03788,2021-01-30,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,100,20.04,2004.0,2021-04-07,2021-04-07,67,True,2021,1,Q1
ORD04134,2021-01-31,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,500,291.44,145720.0,2021-04-08,2021-04-26,85,False,2021,1,Q1
ORD01119,2021-01-31,DRG005,Glimepiride,SUP010,Novartis API GmbH,2000,408.11,816220.0,2021-03-04,2021-02-22,22,True,2021,1,Q1
ORD02275,2021-01-31,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,50,181.62,9081.0,2021-04-08,2021-03-28,56,True,2021,1,Q1
ORD01641,2021-01-31,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,100,139.94,13994.0,2021-04-08,2021-04-09,68,True,2021,1,Q1
ORD02105,2021-01-31,DRG005,Glimepiride,SUP010,Novartis API GmbH,100,465.19,46519.0,2021-03-04,2021-02-23,23,True,2021,1,Q1
ORD00806,2021-01-31,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,500,48.61,24305.0,2021-04-08,2021-04-26,85,False,2021,1,Q1
ORD03878,2021-01-31,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,100,355.17,35517.0,2021-04-08,2021-04-06,65,True,2021,1,Q1
ORD01631,2021-02-01,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,250,26.06,6515.0,2021-04-09,2021-04-14,72,True,2021,2,Q1
ORD04681,2021-02-01,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,500,960.79,480395.0,2021-03-05,2021-02-26,25,True,2021,2,Q1
ORD03253,2021-02-01,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,500,586.88,293440.0,2021-03-05,2021-03-05,32,True,2021,2,Q1
ORD04293,2021-02-01,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,2000,327.29,654580.0,2021-04-09,2021-04-07,65,True,2021,2,Q1
ORD02057,2021-02-01,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,500,2530.15,1265075.0,2021-02-15,2021-02-18,17,False,2021,2,Q1
ORD01657,2021-02-01,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,50,98.08,4904.0,2021-03-30,2021-04-03,61,True,2021,2,Q1
ORD00615,2021-02-02,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,250,97.63,24407.5,2021-03-06,2021-03-07,33,True,2021,2,Q1
ORD02559,2021-02-02,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,100,179.76,17976.0,2021-04-10,2021-04-01,58,True,2021,2,Q1
ORD02317,2021-02-02,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,1000,569.68,569680.0,2021-03-06,2021-03-04,30,True,2021,2,Q1
ORD01473,2021-02-02,DRG013,Omeprazole,SUP020,Teva API Israel,250,113.16,28290.0,2021-03-19,2021-03-22,48,True,2021,2,Q1
ORD02913,2021-02-02,DRG013,Omeprazole,SUP020,Teva API Israel,250,148.19,37047.5,2021-03-19,2021-03-27,53,False,2021,2,Q1
ORD02000,2021-02-02,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,500,29.72,14860.0,2021-03-24,2021-03-16,42,True,2021,2,Q1
ORD01291,2021-02-03,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,5000,61.04,305200.0,2021-04-11,2021-04-01,57,True,2021,2,Q1
ORD03001,2021-02-04,DRG004,Metformin HCl,SUP025,Lupin API Division,100,33.46,3346.0,2021-04-12,2021-04-11,66,True,2021,2,Q1
ORD01698,2021-02-04,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,250,2547.72,636930.0,2021-02-18,2021-02-17,13,True,2021,2,Q1
